,xpixels,ypixels,cell_type,sub_type_1,sub_type_2,sub_type_3,sub_type_4,sub_type_5
0,16467,19883,immune,a_others,a_others,a_others,a_others,immune
1,18720,7839,tumor,tumor_1,a_others,a_others,a_others,tumor2
2,7378,18737,tumor,a_others,a_others,a_others,a_others,tumor1
3,14679,6394,tumor,a_others,a_others,a_others,a_others,tumor2
4,15690,6973,tumor,a_others,a_others,a_others,a_others,tumor2
5,19243,19154,immune,a_others,a_others,a_others,a_others,immune
6,4606,22078,tumor,a_others,a_others,a_others,a_others,tumor1
7,15208,21771,immune,a_others,a_others,a_others,a_others,immune
8,17482,23073,stroma,a_others,a_others,a_others,a_others,stroma2
9,14431,9151,tumor,a_others,a_others,a_others,a_others,tumor2
10,16959,11178,tumor,tumor_5,a_others,a_others,a_others,tumor2
11,20249,17121,immune,immune_1,immune_1,a_others,a_others,immune
12,13167,7847,immune,a_others,a_others,a_others,a_others,immune
13,5352,14387,tumor,a_others,a_others,a_others,a_others,tumor1
14,4354,22223,tumor,a_others,a_others,a_others,a_others,tumor2
15,12675,16552,stroma,stroma_1,a_others,stroma,a_others,stroma2
16,4856,20772,tumor,a_others,a_others,a_others,a_others,tumor2
17,21521,23357,immune,a_others,a_others,a_others,a_others,immune
18,20251,18282,stroma,a_others,a_others,a_others,a_others,stroma2
19,20749,13639,stroma,a_others,a_others,a_others,a_others,stroma2
20,7383,22218,immune,immune_2,immune_2,a_others,immune,immune
21,5867,21060,tumor,a_others,a_others,a_others,a_others,tumor1
22,20499,15235,immune,immune_1,immune_1,a_others,a_others,immune
23,9654,21490,tumor,a_others,a_others,a_others,a_others,tumor1
24,15197,14808,stroma,stroma_1,a_others,stroma,a_others,stroma2
25,19981,6821,stroma,a_others,a_others,a_others,a_others,stroma2
26,15186,7844,stroma,a_others,a_others,a_others,a_others,stroma2
27,21769,20310,stroma,a_others,a_others,a_others,a_others,stroma2
28,3843,18452,tumor,a_others,a_others,a_others,a_others,tumor2
29,6358,12065,tumor,a_others,a_others,a_others,a_others,tumor2
30,11147,7270,stroma,a_others,a_others,a_others,a_others,stroma2
31,10413,22794,stroma,a_others,a_others,a_others,a_others,stroma2
32,20488,8271,tumor,tumor_1,a_others,a_others,a_others,tumor2
33,19485,12915,tumor,a_others,a_others,a_others,a_others,tumor2
34,17719,13063,stroma,a_others,a_others,a_others,a_others,stroma2
35,9895,14090,tumor,a_others,a_others,a_others,a_others,tumor1
36,9887,8868,stroma,stroma_2,a_others,a_others,a_others,stroma1
37,6371,20479,stroma,a_others,a_others,a_others,a_others,stroma1
38,3848,21353,tumor,a_others,a_others,a_others,a_others,tumor2
39,16703,9002,tumor,a_others,a_others,a_others,a_others,tumor2
40,6359,12645,stroma,a_others,a_others,a_others,a_others,stroma1
41,13166,7267,stroma,a_others,a_others,a_others,a_others,stroma1
42,19754,23215,immune,a_others,a_others,a_others,a_others,immune
43,14951,18725,stroma,stroma_1,a_others,stroma,a_others,stroma2
44,14446,19016,stroma,a_others,a_others,a_others,a_others,stroma2
45,7376,17866,stroma,a_others,a_others,a_others,a_others,stroma1
46,11674,21777,tumor,a_others,a_others,a_others,a_others,tumor2
47,15702,15097,stroma,a_others,a_others,a_others,a_others,stroma2
48,12934,20469,tumor,a_others,a_others,a_others,a_others,tumor1
49,3850,22804,tumor,a_others,a_others,a_others,a_others,tumor1
50,20250,17701,tumor,a_others,a_others,a_others,a_others,tumor1
51,17224,19737,tumor,a_others,a_others,a_others,a_others,tumor2
52,21746,5513,immune,a_others,a_others,a_others,a_others,immune
53,9148,21200,tumor,a_others,a_others,a_others,a_others,tumor1
54,7867,8581,stroma,stroma_2,a_others,a_others,a_others,stroma1
55,7120,15110,tumor,a_others,a_others,a_others,a_others,tumor2
56,16196,7552,tumor,a_others,a_others,a_others,a_others,tumor2
57,12164,12491,tumor,a_others,a_others,a_others,a_others,tumor1
58,10386,5095,tumor,a_others,a_others,a_others,a_others,tumor1
59,12418,13506,tumor,a_others,a_others,a_others,a_others,tumor2
60,11901,5673,stroma,a_others,a_others,a_others,a_others,stroma1
61,7376,17576,tumor,tumor_3,a_others,a_others,tumor,tumor1
62,10407,18732,stroma,a_others,a_others,a_others,a_others,stroma1
63,12683,21775,stroma,a_others,a_others,a_others,a_others,stroma2
64,17713,9581,immune,a_others,a_others,a_others,a_others,immune
65,7636,22363,immune,immune_2,immune_2,a_others,immune,immune
66,5357,18159,tumor,a_others,a_others,a_others,a_others,tumor1
67,15694,9874,tumor,tumor_5,a_others,a_others,a_others,tumor2
68,10900,11187,stroma,a_others,a_others,a_others,a_others,stroma1
69,19229,10449,tumor,a_others,a_others,a_others,a_others,tumor1
70,11149,8721,stroma,a_others,a_others,a_others,a_others,stroma2
71,16717,18577,immune,a_others,a_others,a_others,a_others,immune
72,6109,14531,stroma,a_others,a_others,a_others,a_others,stroma1
73,15187,8134,immune,a_others,a_others,a_others,a_others,immune
74,18723,9580,stroma,a_others,a_others,a_others,a_others,stroma2
75,7624,14819,tumor,a_others,a_others,a_others,a_others,tumor1
76,11150,9591,tumor,a_others,a_others,a_others,a_others,tumor2
77,16217,21480,stroma,a_others,a_others,a_others,a_others,stroma2
78,10660,19457,stroma,a_others,a_others,a_others,a_others,stroma2
79,8139,21492,immune,immune_2,immune_2,a_others,immune,immune
80,20741,8416,immune,a_others,a_others,a_others,a_others,immune
81,19990,12624,immune,a_others,a_others,a_others,a_others,immune
82,12916,8573,tumor,a_others,a_others,a_others,a_others,tumor2
83,5358,18450,tumor,a_others,a_others,a_others,a_others,tumor1
84,20233,6676,stroma,a_others,a_others,a_others,a_others,stroma2
85,7363,9452,stroma,stroma_2,a_others,a_others,a_others,stroma1
86,7618,10757,tumor,a_others,a_others,a_others,a_others,tumor2
87,17962,7114,stroma,a_others,a_others,a_others,a_others,stroma2
88,20745,11317,immune,a_others,a_others,a_others,a_others,immune
89,18236,21476,stroma,a_others,a_others,a_others,a_others,stroma2
90,5113,23237,tumor,a_others,a_others,a_others,a_others,tumor2
91,13941,19017,tumor,a_others,a_others,a_others,a_others,tumor2
92,5858,15257,stroma,a_others,a_others,a_others,a_others,stroma1
93,9897,15251,tumor,a_others,a_others,a_others,a_others,tumor1
94,15455,18434,tumor,tumor_2,a_others,a_others,a_others,tumor2
95,6866,14385,tumor,a_others,a_others,a_others,a_others,tumor1
96,3841,16711,tumor,a_others,a_others,a_others,a_others,tumor2
97,19492,16977,immune,immune_1,immune_1,a_others,a_others,immune
98,12936,22210,stroma,a_others,a_others,a_others,a_others,stroma2
99,17469,14949,stroma,a_others,a_others,a_others,a_others,stroma2
100,7882,18446,tumor,a_others,a_others,a_others,a_others,tumor1
101,18466,6243,tumor,a_others,a_others,a_others,a_others,tumor2
102,21772,22342,immune,a_others,a_others,a_others,a_others,immune
103,17218,15675,stroma,a_others,a_others,a_others,a_others,stroma2
104,7621,12788,stroma,a_others,a_others,a_others,a_others,stroma1
105,9898,16121,tumor,a_others,a_others,a_others,a_others,tumor2
106,8894,20185,tumor,a_others,a_others,a_others,a_others,tumor1
107,20747,12768,immune,a_others,a_others,a_others,a_others,immune
108,9643,14526,tumor,a_others,a_others,a_others,a_others,tumor1
109,17475,18721,tumor,a_others,a_others,a_others,a_others,tumor2
110,15696,10745,tumor,tumor_5,a_others,a_others,a_others,tumor2
111,15949,11180,tumor,tumor_5,a_others,a_others,a_others,tumor2
112,9890,10899,stroma,a_others,a_others,a_others,a_others,stroma1
113,22274,20890,stroma,a_others,a_others,a_others,a_others,stroma2
114,6113,17143,tumor,tumor_3,a_others,a_others,tumor,tumor1
115,12927,15827,tumor,tumor_4,a_others,tumor,a_others,tumor2
116,9378,6547,tumor,a_others,a_others,a_others,a_others,tumor2
117,22783,23501,immune,a_others,a_others,a_others,a_others,immune
118,15712,21480,stroma,a_others,a_others,a_others,a_others,stroma1
119,4843,12067,immune,a_others,a_others,a_others,a_others,immune
120,17720,13933,stroma,a_others,a_others,a_others,a_others,stroma2
121,13425,11474,tumor,tumor_4,a_others,tumor,a_others,tumor2
122,18989,18429,tumor,a_others,a_others,a_others,a_others,tumor1
123,6872,18447,tumor,a_others,a_others,a_others,a_others,tumor1
124,6606,9018,tumor,a_others,a_others,a_others,a_others,tumor2
125,12679,18583,stroma,stroma_1,a_others,stroma,a_others,stroma2
126,17211,11033,stroma,a_others,a_others,a_others,a_others,stroma2
127,6119,21205,immune,a_others,a_others,a_others,a_others,immune
128,16725,23510,immune,a_others,a_others,a_others,a_others,immune
129,7876,14674,stroma,a_others,a_others,a_others,a_others,stroma1
130,8886,14672,stroma,a_others,a_others,a_others,a_others,stroma1
131,4600,18016,tumor,a_others,a_others,a_others,a_others,tumor2
132,5601,12211,tumor,a_others,a_others,a_others,a_others,tumor2
133,8371,7709,tumor,a_others,a_others,a_others,a_others,tumor2
134,11149,9011,stroma,a_others,a_others,a_others,a_others,stroma1
135,7361,8001,tumor,a_others,a_others,a_others,a_others,tumor2
136,11650,6109,stroma,a_others,a_others,a_others,a_others,stroma1
137,5096,12212,tumor,a_others,a_others,a_others,a_others,tumor2
138,9404,23086,immune,a_others,a_others,a_others,a_others,immune
139,22757,6092,tumor,a_others,a_others,a_others,a_others,tumor1
140,8899,23377,tumor,a_others,a_others,a_others,a_others,tumor1
141,7110,8727,tumor,a_others,a_others,a_others,a_others,tumor2
142,21013,21617,tumor,a_others,a_others,a_others,a_others,tumor1
143,18981,12916,tumor,a_others,a_others,a_others,a_others,tumor2
144,4096,18887,stroma,a_others,a_others,a_others,a_others,stroma1
145,12925,14956,tumor,tumor_4,a_others,tumor,a_others,tumor2
146,10644,9012,stroma,a_others,a_others,a_others,a_others,stroma2
147,12675,16262,stroma,stroma_1,a_others,stroma,a_others,stroma2
148,13674,9297,stroma,a_others,a_others,a_others,a_others,stroma2
149,12928,16697,stroma,stroma_1,a_others,stroma,a_others,stroma2
150,18740,20895,stroma,a_others,a_others,a_others,a_others,stroma2
151,18725,10740,tumor,tumor_5,a_others,a_others,a_others,tumor2
152,10406,18152,stroma,a_others,a_others,a_others,a_others,stroma1
153,18732,15673,immune,immune_1,immune_1,a_others,a_others,immune
154,17217,15095,immune,a_others,a_others,a_others,a_others,immune
155,22509,9429,stroma,a_others,a_others,a_others,a_others,stroma2
156,16216,20609,stroma,a_others,a_others,a_others,a_others,stroma2
157,20236,8417,tumor,tumor_1,a_others,a_others,a_others,tumor2
158,8647,23232,tumor,a_others,a_others,a_others,a_others,tumor1
159,19249,23216,immune,a_others,a_others,a_others,a_others,immune
160,20752,15670,immune,immune_1,immune_1,a_others,a_others,immune
161,6880,23380,immune,immune_2,immune_2,a_others,immune,immune
162,6116,19174,tumor,a_others,a_others,a_others,a_others,tumor2
163,18219,10161,tumor,tumor_5,a_others,a_others,a_others,tumor2
164,16459,14951,immune,a_others,a_others,a_others,a_others,immune
165,12674,15682,immune,a_others,a_others,a_others,a_others,immune
166,4593,13373,tumor,a_others,a_others,a_others,a_others,tumor2
167,10902,12058,stroma,a_others,a_others,a_others,a_others,stroma1
168,13692,20903,tumor,a_others,a_others,a_others,a_others,tumor1
169,10658,17716,tumor,a_others,a_others,a_others,a_others,tumor1
170,14451,22208,tumor,a_others,a_others,a_others,a_others,tumor2
171,9890,10609,stroma,a_others,a_others,a_others,a_others,stroma2
172,11406,11767,stroma,a_others,a_others,a_others,a_others,stroma1
173,19731,8127,tumor,tumor_1,a_others,a_others,a_others,tumor2
174,10406,18442,stroma,a_others,a_others,a_others,a_others,stroma1
175,18974,8854,immune,a_others,a_others,a_others,a_others,immune
176,22782,22630,tumor,a_others,a_others,a_others,a_others,tumor1
177,10152,16846,tumor,a_others,a_others,a_others,a_others,tumor1
178,14950,18435,stroma,stroma_1,a_others,stroma,a_others,stroma2
179,8629,11916,stroma,a_others,a_others,a_others,a_others,stroma1
180,12160,9590,tumor,a_others,a_others,a_others,a_others,tumor2
181,15205,19740,stroma,a_others,a_others,a_others,a_others,stroma2
182,9152,23231,tumor,a_others,a_others,a_others,a_others,tumor1
183,13668,5525,stroma,a_others,a_others,a_others,a_others,stroma2
184,14178,8716,tumor,a_others,a_others,a_others,a_others,tumor1
185,10893,6545,tumor,a_others,a_others,a_others,a_others,tumor2
186,14953,20176,tumor,a_others,a_others,a_others,a_others,tumor2
187,16198,9003,immune,a_others,a_others,a_others,a_others,immune
188,21249,10446,immune,a_others,a_others,a_others,a_others,immune
189,16967,16691,tumor,tumor_2,a_others,a_others,a_others,tumor2
190,8390,20186,tumor,a_others,a_others,a_others,a_others,tumor1
191,15442,10020,immune,a_others,a_others,a_others,a_others,immune
192,20507,20457,immune,a_others,a_others,a_others,a_others,immune
193,5098,13953,tumor,a_others,a_others,a_others,a_others,tumor1
194,21004,15234,tumor,a_others,a_others,a_others,a_others,tumor1
195,12917,9443,tumor,a_others,a_others,a_others,a_others,tumor2
196,16958,10598,tumor,tumor_5,a_others,a_others,a_others,tumor2
197,22781,21760,stroma,a_others,a_others,a_others,a_others,stroma2
198,5101,15403,tumor,a_others,a_others,a_others,a_others,tumor2
199,16976,22784,stroma,a_others,a_others,a_others,a_others,stroma2
200,9633,7853,tumor,a_others,a_others,a_others,a_others,tumor1
201,20744,10447,immune,a_others,a_others,a_others,a_others,immune
202,16959,11758,immune,a_others,a_others,a_others,a_others,immune
203,15959,17563,tumor,tumor_2,a_others,a_others,a_others,tumor2
204,5614,21206,tumor,a_others,a_others,a_others,a_others,tumor1
205,8644,21201,tumor,a_others,a_others,a_others,a_others,tumor1
206,23267,9863,stroma,a_others,a_others,a_others,a_others,stroma2
207,10135,6111,tumor,a_others,a_others,a_others,a_others,tumor2
208,5852,11195,tumor,a_others,a_others,a_others,a_others,tumor2
209,15435,5377,tumor,a_others,a_others,a_others,a_others,tumor2
210,16216,20899,stroma,a_others,a_others,a_others,a_others,stroma2
211,10661,19747,tumor,a_others,a_others,a_others,a_others,tumor1
212,12915,8283,tumor,a_others,a_others,a_others,a_others,tumor2
213,21248,9866,stroma,a_others,a_others,a_others,a_others,stroma2
214,7115,11919,stroma,a_others,a_others,a_others,a_others,stroma1
215,13685,16551,stroma,stroma_1,a_others,stroma,a_others,stroma2
216,14450,21627,stroma,a_others,a_others,a_others,a_others,stroma2
217,5856,13806,tumor,a_others,a_others,a_others,a_others,tumor2
218,21770,20891,stroma,a_others,a_others,a_others,a_others,stroma2
219,20754,17120,immune,immune_1,immune_1,a_others,a_others,immune
220,16953,7406,tumor,a_others,a_others,a_others,a_others,tumor2
221,10410,21053,tumor,a_others,a_others,a_others,a_others,tumor1
222,13417,6541,tumor,a_others,a_others,a_others,a_others,tumor2
223,11921,18440,stroma,stroma_1,a_others,stroma,a_others,stroma2
224,16700,7261,tumor,a_others,a_others,a_others,a_others,tumor2
225,4853,18741,tumor,a_others,a_others,a_others,a_others,tumor1
226,15946,9439,tumor,tumor_5,a_others,a_others,a_others,tumor2
227,14947,16404,tumor,tumor_2,a_others,a_others,a_others,tumor2
228,9639,11915,stroma,a_others,a_others,a_others,a_others,stroma2
229,7614,8146,tumor,a_others,a_others,a_others,a_others,tumor2
230,9649,18588,tumor,a_others,a_others,a_others,a_others,tumor2
231,10156,19748,tumor,a_others,a_others,a_others,a_others,tumor1
232,10147,13655,tumor,a_others,a_others,a_others,a_others,tumor1
233,8640,19170,tumor,a_others,a_others,a_others,a_others,tumor1
234,4607,22948,tumor,a_others,a_others,a_others,a_others,tumor1
235,11399,7415,stroma,a_others,a_others,a_others,a_others,stroma2
236,8627,10175,tumor,a_others,a_others,a_others,a_others,tumor2
237,20233,6386,immune,a_others,a_others,a_others,a_others,immune
238,17712,9001,stroma,a_others,a_others,a_others,a_others,stroma2
239,20490,9722,tumor,a_others,a_others,a_others,a_others,tumor1
240,21012,20747,tumor,a_others,a_others,a_others,a_others,tumor1
241,13931,12343,tumor,tumor_4,a_others,tumor,a_others,tumor2
242,18478,14658,stroma,a_others,a_others,a_others,a_others,stroma2
243,16711,14225,stroma,a_others,a_others,a_others,a_others,stroma2
244,9649,18298,tumor,a_others,a_others,a_others,a_others,tumor1
245,20496,13494,stroma,a_others,a_others,a_others,a_others,stroma2
246,20500,16105,immune,immune_1,immune_1,a_others,a_others,immune
247,16206,14226,tumor,tumor_5,a_others,a_others,a_others,tumor2
248,15201,17129,tumor,tumor_2,a_others,a_others,a_others,tumor2
249,20001,19878,immune,a_others,a_others,a_others,a_others,immune
250,20738,6385,stroma,a_others,a_others,a_others,a_others,stroma2
251,20257,22344,stroma,a_others,a_others,a_others,a_others,stroma2
252,7125,18302,immune,a_others,a_others,a_others,a_others,immune
253,6614,14821,stroma,a_others,a_others,a_others,a_others,stroma1
254,19982,7402,tumor,tumor_1,a_others,a_others,a_others,tumor2
255,3840,16421,tumor,a_others,a_others,a_others,a_others,tumor2
256,15435,5668,tumor,a_others,a_others,a_others,a_others,tumor2
257,19747,19153,tumor,a_others,a_others,a_others,a_others,tumor1
258,14948,17274,immune,a_others,a_others,a_others,a_others,immune
259,5613,20045,tumor,a_others,a_others,a_others,a_others,tumor1
260,11917,15538,stroma,stroma_1,a_others,stroma,a_others,stroma2
261,9383,9449,stroma,a_others,a_others,a_others,a_others,stroma2
262,11401,8865,stroma,a_others,a_others,a_others,a_others,stroma1
263,13163,5236,stroma,a_others,a_others,a_others,a_others,stroma2
264,16209,15967,tumor,tumor_2,a_others,a_others,a_others,tumor2
265,11151,10462,tumor,a_others,a_others,a_others,a_others,tumor2
266,19240,17703,stroma,a_others,a_others,a_others,a_others,stroma2
267,4856,20481,tumor,a_others,a_others,a_others,a_others,tumor1
268,14947,16114,tumor,tumor_2,a_others,a_others,a_others,tumor2
269,23265,8122,immune,a_others,a_others,a_others,a_others,immune
270,14429,7990,tumor,a_others,a_others,a_others,a_others,tumor2
271,12917,9734,stroma,a_others,a_others,a_others,a_others,stroma1
272,4341,14099,immune,a_others,a_others,a_others,a_others,immune
273,18218,9580,stroma,a_others,a_others,a_others,a_others,stroma2
274,5867,21350,tumor,a_others,a_others,a_others,a_others,tumor1
275,16718,19158,immune,a_others,a_others,a_others,a_others,immune
276,11650,6399,stroma,a_others,a_others,a_others,a_others,stroma1
277,10909,16990,stroma,a_others,a_others,a_others,a_others,stroma1
278,14705,22933,stroma,a_others,a_others,a_others,a_others,stroma2
279,9894,13220,tumor,a_others,a_others,a_others,a_others,tumor1
280,7384,23089,immune,immune_2,immune_2,a_others,immune,immune
281,14950,18145,tumor,tumor_2,a_others,a_others,a_others,tumor2
282,7371,14384,tumor,a_others,a_others,a_others,a_others,tumor1
283,18972,7403,tumor,tumor_1,a_others,a_others,a_others,tumor2
284,11674,22067,stroma,a_others,a_others,a_others,a_others,stroma1
285,9892,12349,stroma,a_others,a_others,a_others,a_others,stroma1
286,8628,10756,tumor,a_others,a_others,a_others,a_others,tumor2
287,3851,23384,immune,a_others,a_others,a_others,a_others,immune
288,7610,5825,stroma,a_others,a_others,a_others,a_others,stroma2
289,20235,7546,tumor,tumor_1,a_others,a_others,a_others,tumor2
290,10143,11334,stroma,a_others,a_others,a_others,a_others,stroma2
291,14197,21193,stroma,a_others,a_others,a_others,a_others,stroma2
292,11664,15393,stroma,stroma_1,a_others,stroma,a_others,stroma2
293,5606,15403,tumor,a_others,a_others,a_others,a_others,tumor2
294,10654,15395,tumor,a_others,a_others,a_others,a_others,tumor2
295,18488,21041,stroma,a_others,a_others,a_others,a_others,stroma2
296,8118,7565,tumor,a_others,a_others,a_others,a_others,tumor2
297,16960,12049,tumor,tumor_5,a_others,a_others,a_others,tumor2
298,18742,21766,stroma,a_others,a_others,a_others,a_others,stroma2
299,16955,8567,stroma,a_others,a_others,a_others,a_others,stroma2
300,5602,13372,tumor,a_others,a_others,a_others,a_others,tumor1
301,6360,13516,tumor,a_others,a_others,a_others,a_others,tumor1
302,18738,19445,stroma,a_others,a_others,a_others,a_others,stroma2
303,6365,16707,tumor,tumor_3,a_others,a_others,tumor,tumor1
304,21262,18861,stroma,a_others,a_others,a_others,a_others,stroma2
305,17221,17706,tumor,tumor_2,a_others,a_others,a_others,tumor2
306,16705,10743,tumor,tumor_5,a_others,a_others,a_others,tumor2
307,13415,5090,immune,a_others,a_others,a_others,a_others,immune
308,15438,7118,stroma,a_others,a_others,a_others,a_others,stroma2
309,8645,22362,tumor,a_others,a_others,a_others,a_others,tumor1
310,3849,21934,tumor,a_others,a_others,a_others,a_others,tumor1
311,9138,14237,stroma,a_others,a_others,a_others,a_others,stroma1
312,11903,6834,stroma,a_others,a_others,a_others,a_others,stroma1
313,17719,13353,stroma,a_others,a_others,a_others,a_others,stroma2
314,14448,19886,stroma,a_others,a_others,a_others,a_others,stroma2
315,14439,14083,tumor,tumor_4,a_others,tumor,a_others,tumor2
316,23266,8992,stroma,a_others,a_others,a_others,a_others,stroma2
317,14181,10457,tumor,a_others,a_others,a_others,a_others,tumor2
318,15200,16839,tumor,tumor_2,a_others,a_others,a_others,tumor2
319,6111,15982,tumor,tumor_3,a_others,a_others,tumor,tumor1
320,4849,15839,tumor,a_others,a_others,a_others,a_others,tumor2
321,22759,7542,tumor,a_others,a_others,a_others,a_others,tumor1
322,13943,20177,stroma,a_others,a_others,a_others,a_others,stroma1
323,16710,13935,stroma,a_others,a_others,a_others,a_others,stroma2
324,22256,8994,stroma,a_others,a_others,a_others,a_others,stroma2
325,22272,19439,tumor,a_others,a_others,a_others,a_others,tumor1
326,8140,21782,immune,immune_2,immune_2,a_others,immune,immune
327,4595,14824,tumor,a_others,a_others,a_others,a_others,tumor1
328,8896,21056,immune,immune_2,immune_2,a_others,immune,immune
329,20252,19152,stroma,a_others,a_others,a_others,a_others,stroma2
330,17212,12193,tumor,tumor_5,a_others,a_others,a_others,tumor2
331,8125,12207,tumor,a_others,a_others,a_others,a_others,tumor2
332,21516,20456,stroma,a_others,a_others,a_others,a_others,stroma2
333,5608,16853,immune,a_others,a_others,a_others,a_others,immune
334,11408,12927,stroma,a_others,a_others,a_others,a_others,stroma1
335,14196,20612,tumor,a_others,a_others,a_others,a_others,tumor1
336,9656,22650,tumor,a_others,a_others,a_others,a_others,tumor1
337,15956,16112,immune,a_others,a_others,a_others,a_others,immune
338,13416,5671,stroma,a_others,a_others,a_others,a_others,stroma1
339,4848,15549,tumor,a_others,a_others,a_others,a_others,tumor2
340,4592,13083,tumor,a_others,a_others,a_others,a_others,tumor2
341,6118,20044,tumor,a_others,a_others,a_others,a_others,tumor1
342,15960,18724,immune,a_others,a_others,a_others,a_others,immune
343,13428,13215,tumor,tumor_4,a_others,tumor,a_others,tumor2
344,14932,6829,immune,a_others,a_others,a_others,a_others,immune
345,14434,11182,tumor,a_others,a_others,a_others,a_others,tumor2
346,11415,17570,stroma,stroma_1,a_others,stroma,a_others,stroma2
347,10139,8722,stroma,a_others,a_others,a_others,a_others,stroma2
348,13171,10459,tumor,a_others,a_others,a_others,a_others,tumor2
349,18991,19589,immune,a_others,a_others,a_others,a_others,immune
350,19228,9289,immune,a_others,a_others,a_others,a_others,immune
351,21248,10156,immune,a_others,a_others,a_others,a_others,immune
352,18226,14513,stroma,a_others,a_others,a_others,a_others,stroma2
353,18743,22926,immune,a_others,a_others,a_others,a_others,immune
354,13437,19598,stroma,a_others,a_others,a_others,a_others,stroma1
355,14436,12052,immune,a_others,a_others,a_others,a_others,immune
356,22252,6383,tumor,a_others,a_others,a_others,a_others,tumor1
357,21014,22198,tumor,a_others,a_others,a_others,a_others,tumor1
358,6856,8002,tumor,a_others,a_others,a_others,a_others,tumor2
359,17968,10886,tumor,tumor_5,a_others,a_others,a_others,tumor2
360,21262,19441,immune,a_others,a_others,a_others,a_others,immune
361,15958,17273,immune,a_others,a_others,a_others,a_others,immune
362,9149,21781,tumor,a_others,a_others,a_others,a_others,tumor1
363,7119,14530,stroma,a_others,a_others,a_others,a_others,stroma1
364,7890,23378,tumor,a_others,a_others,a_others,a_others,tumor2
365,5355,16709,tumor,tumor_3,a_others,a_others,tumor,tumor1
366,6106,12791,tumor,a_others,a_others,a_others,a_others,tumor1
367,18214,6679,immune,a_others,a_others,a_others,a_others,immune
368,19236,14801,stroma,a_others,a_others,a_others,a_others,stroma2
369,10905,14669,tumor,a_others,a_others,a_others,a_others,tumor1
370,21763,16539,immune,a_others,a_others,a_others,a_others,immune
371,18995,22201,stroma,a_others,a_others,a_others,a_others,stroma2
372,17481,22493,immune,a_others,a_others,a_others,a_others,immune
373,12931,18438,stroma,stroma_1,a_others,stroma,a_others,stroma2
374,16714,16546,tumor,tumor_2,a_others,a_others,a_others,tumor2
375,14953,20466,tumor,a_others,a_others,a_others,a_others,tumor2
376,22510,9719,stroma,a_others,a_others,a_others,a_others,stroma2
377,15456,19305,stroma,a_others,a_others,a_others,a_others,stroma2
378,18720,7258,tumor,tumor_1,a_others,a_others,a_others,tumor2
379,4855,19611,stroma,a_others,a_others,a_others,a_others,stroma1
380,19230,10739,tumor,a_others,a_others,a_others,a_others,tumor1
381,5099,14533,tumor,a_others,a_others,a_others,a_others,tumor2
382,16451,9438,tumor,tumor_5,a_others,a_others,a_others,tumor2
383,11907,9445,tumor,a_others,a_others,a_others,a_others,tumor1
384,14198,21483,stroma,a_others,a_others,a_others,a_others,stroma2
385,21001,13493,stroma,a_others,a_others,a_others,a_others,stroma2
386,12430,21340,stroma,a_others,a_others,a_others,a_others,stroma2
387,20234,7256,tumor,tumor_1,a_others,a_others,a_others,tumor2
388,15439,7699,tumor,a_others,a_others,a_others,a_others,tumor2
389,11906,8574,stroma,a_others,a_others,a_others,a_others,stroma1
390,18744,23217,immune,a_others,a_others,a_others,a_others,immune
391,21766,18570,tumor,a_others,a_others,a_others,a_others,tumor1
392,19986,10013,tumor,a_others,a_others,a_others,a_others,tumor1
393,5850,10034,tumor,a_others,a_others,a_others,a_others,tumor1
394,6113,16853,tumor,tumor_3,a_others,a_others,tumor,tumor1
395,16448,7697,tumor,a_others,a_others,a_others,a_others,tumor2
396,18214,6969,tumor,tumor_1,a_others,a_others,a_others,tumor2
397,10914,20182,stroma,a_others,a_others,a_others,a_others,stroma2
398,9394,16703,stroma,a_others,a_others,a_others,a_others,stroma2
399,12153,5237,stroma,a_others,a_others,a_others,a_others,stroma2
400,10148,14235,tumor,a_others,a_others,a_others,a_others,tumor1
401,12933,19889,tumor,a_others,a_others,a_others,a_others,tumor1
402,13172,11329,stroma,a_others,a_others,a_others,a_others,stroma2
403,6363,15256,tumor,a_others,a_others,a_others,a_others,tumor1
404,19736,11899,tumor,a_others,a_others,a_others,a_others,tumor2
405,10158,20909,tumor,a_others,a_others,a_others,a_others,tumor1
406,5110,21206,tumor,a_others,a_others,a_others,a_others,tumor1
407,17982,19881,tumor,a_others,a_others,a_others,a_others,tumor2
408,12167,13942,tumor,a_others,a_others,a_others,a_others,tumor1
409,8130,15689,tumor,tumor_3,a_others,a_others,tumor,tumor1
410,22020,19875,stroma,a_others,a_others,a_others,a_others,stroma2
411,4596,15404,tumor,a_others,a_others,a_others,a_others,tumor2
412,14693,15389,stroma,stroma_1,a_others,stroma,a_others,stroma2
413,16205,13646,tumor,tumor_5,a_others,a_others,a_others,tumor2
414,14179,9587,tumor,a_others,a_others,a_others,a_others,tumor2
415,12419,14087,stroma,a_others,a_others,a_others,a_others,stroma1
416,11144,5819,tumor,a_others,a_others,a_others,a_others,tumor2
417,22529,22485,stroma,a_others,a_others,a_others,a_others,stroma2
418,3850,23094,tumor,a_others,a_others,a_others,a_others,tumor2
419,10913,19602,stroma,a_others,a_others,a_others,a_others,stroma2
420,13670,6976,stroma,a_others,a_others,a_others,a_others,stroma2
421,4598,16855,tumor,a_others,a_others,a_others,a_others,tumor1
422,22273,19729,stroma,a_others,a_others,a_others,a_others,stroma2
423,7615,9016,tumor,a_others,a_others,a_others,a_others,tumor2
