,xpixels,ypixels,cell_type,sub_type_1,sub_type_2,sub_type_3,sub_type_4,sub_type_5
3446,4598,17145,tumor,a_others,a_others,a_others,a_others,tumor1
3447,9128,7853,stroma,stroma_2,a_others,a_others,a_others,stroma1
3448,6870,16997,tumor,tumor_3,a_others,a_others,tumor,tumor1
3449,7117,13369,tumor,a_others,a_others,a_others,a_others,tumor2
3450,8881,11481,stroma,a_others,a_others,a_others,a_others,stroma1
3451,9132,10755,tumor,a_others,a_others,a_others,a_others,tumor2
3452,16458,13790,tumor,a_others,a_others,a_others,a_others,tumor1
3453,8375,10321,tumor,a_others,a_others,a_others,a_others,tumor1
3454,16471,22495,immune,a_others,a_others,a_others,a_others,immune
3455,18984,14947,tumor,a_others,a_others,a_others,a_others,tumor1
3456,8875,7709,tumor,a_others,a_others,a_others,a_others,tumor2
3457,19989,11754,tumor,a_others,a_others,a_others,a_others,tumor1
3458,13943,19887,stroma,a_others,a_others,a_others,a_others,stroma1
3459,15689,6102,tumor,a_others,a_others,a_others,a_others,tumor2
3460,12915,7993,tumor,a_others,a_others,a_others,a_others,tumor2
3461,22000,6818,stroma,a_others,a_others,a_others,a_others,stroma2
3462,19733,9868,stroma,a_others,a_others,a_others,a_others,stroma2
3463,18975,9144,stroma,a_others,a_others,a_others,a_others,stroma2
3464,21754,10445,immune,a_others,a_others,a_others,a_others,immune
3465,11397,5964,stroma,a_others,a_others,a_others,a_others,stroma1
3466,12932,19308,tumor,a_others,a_others,a_others,a_others,tumor1
3467,9630,6112,stroma,stroma_2,a_others,a_others,a_others,stroma1
3468,8138,20621,immune,immune_2,immune_2,a_others,immune,immune
3469,5856,14097,tumor,a_others,a_others,a_others,a_others,tumor1
3470,10387,5965,tumor,a_others,a_others,a_others,a_others,tumor2
3471,4847,14388,tumor,a_others,a_others,a_others,a_others,tumor1
3472,6116,18884,immune,a_others,a_others,a_others,a_others,immune
3473,9903,19603,tumor,a_others,a_others,a_others,a_others,tumor1
3474,8136,19461,stroma,a_others,a_others,a_others,a_others,stroma1
3475,17456,6245,stroma,a_others,a_others,a_others,a_others,stroma2
3476,8378,12642,stroma,a_others,a_others,a_others,a_others,stroma1
3477,19225,7548,tumor,tumor_1,a_others,a_others,a_others,tumor2
3478,21254,13638,immune,a_others,a_others,a_others,a_others,immune
3479,7369,12934,stroma,a_others,a_others,a_others,a_others,stroma1
3480,9396,17863,immune,a_others,a_others,a_others,a_others,immune
3481,9640,12205,stroma,a_others,a_others,a_others,a_others,stroma2
3482,11401,8575,stroma,a_others,a_others,a_others,a_others,stroma1
3483,14438,13793,stroma,a_others,a_others,a_others,a_others,stroma2
3484,12408,6833,stroma,a_others,a_others,a_others,a_others,stroma2
3485,19980,6241,tumor,a_others,a_others,a_others,a_others,tumor2
3486,17962,7405,tumor,tumor_1,a_others,a_others,a_others,tumor2
3487,20758,19442,stroma,a_others,a_others,a_others,a_others,stroma2
3488,11148,8140,stroma,a_others,a_others,a_others,a_others,stroma2
3489,15939,5086,stroma,a_others,a_others,a_others,a_others,stroma2
3490,5356,16999,tumor,tumor_3,a_others,a_others,tumor,tumor1
3491,10411,21343,tumor,a_others,a_others,a_others,a_others,tumor1
3492,10147,13945,tumor,a_others,a_others,a_others,a_others,tumor1
3493,10398,12929,tumor,a_others,a_others,a_others,a_others,tumor1
3494,11402,9446,tumor,a_others,a_others,a_others,a_others,tumor2
3495,10666,23229,stroma,a_others,a_others,a_others,a_others,stroma2
3496,12923,13215,tumor,tumor_4,a_others,tumor,a_others,tumor2
3497,11913,13507,tumor,a_others,a_others,a_others,a_others,tumor2
3498,12923,13505,tumor,tumor_4,a_others,tumor,a_others,tumor2
3499,14196,20322,stroma,a_others,a_others,a_others,a_others,stroma1
3500,20493,11463,immune,a_others,a_others,a_others,a_others,immune
3501,8892,18444,tumor,a_others,a_others,a_others,a_others,tumor1
3502,11414,16990,tumor,a_others,a_others,a_others,a_others,tumor2
3503,17456,6535,immune,a_others,a_others,a_others,a_others,immune
3504,18221,11611,immune,a_others,a_others,a_others,a_others,immune
3505,13436,19018,tumor,a_others,a_others,a_others,a_others,tumor2
3506,18215,7549,tumor,tumor_1,a_others,a_others,a_others,tumor2
3507,12422,15827,tumor,a_others,a_others,a_others,a_others,tumor2
3508,16205,13355,tumor,tumor_5,a_others,a_others,a_others,tumor2
3509,17473,17561,tumor,tumor_2,a_others,a_others,a_others,tumor2
3510,5098,13372,tumor,a_others,a_others,a_others,a_others,tumor1
3511,15947,9729,tumor,tumor_5,a_others,a_others,a_others,tumor2
3512,12420,14377,stroma,stroma_1,a_others,stroma,a_others,stroma2
3513,12684,22065,stroma,a_others,a_others,a_others,a_others,stroma2
3514,20761,21473,immune,a_others,a_others,a_others,a_others,immune
3515,8379,13512,tumor,a_others,a_others,a_others,a_others,tumor1
3516,7879,16415,tumor,tumor_3,a_others,a_others,tumor,tumor1
3517,17480,22203,stroma,a_others,a_others,a_others,a_others,stroma2
3518,9891,11769,stroma,a_others,a_others,a_others,a_others,stroma2
3519,9894,13800,tumor,a_others,a_others,a_others,a_others,tumor1
3520,4353,21933,tumor,a_others,a_others,a_others,a_others,tumor1
3521,11663,14523,stroma,a_others,a_others,a_others,a_others,stroma1
3522,16193,5811,stroma,a_others,a_others,a_others,a_others,stroma2
3523,21498,8560,immune,a_others,a_others,a_others,a_others,immune
3524,22531,23356,stroma,a_others,a_others,a_others,a_others,stroma2
3525,21005,16395,tumor,a_others,a_others,a_others,a_others,tumor1
3526,18984,15237,stroma,a_others,a_others,a_others,a_others,stroma2
3527,17208,9292,immune,a_others,a_others,a_others,a_others,immune
3528,6607,10178,tumor,a_others,a_others,a_others,a_others,tumor1
3529,18474,11466,tumor,tumor_5,a_others,a_others,a_others,tumor2
3530,14933,7409,immune,a_others,a_others,a_others,a_others,immune
3531,10145,12494,stroma,a_others,a_others,a_others,a_others,stroma1
3532,14437,13213,tumor,tumor_4,a_others,tumor,a_others,tumor2
3533,16199,9583,tumor,tumor_5,a_others,a_others,a_others,tumor2
3534,13673,8427,tumor,a_others,a_others,a_others,a_others,tumor2
3535,11652,7849,stroma,a_others,a_others,a_others,a_others,stroma2
3536,17983,20752,tumor,a_others,a_others,a_others,a_others,tumor2
3537,12429,20760,stroma,a_others,a_others,a_others,a_others,stroma2
3538,18489,21621,stroma,a_others,a_others,a_others,a_others,stroma2
3539,10919,23374,stroma,a_others,a_others,a_others,a_others,stroma2
3540,15710,20030,stroma,a_others,a_others,a_others,a_others,stroma2
3541,11396,5384,tumor,a_others,a_others,a_others,a_others,tumor2
3542,19739,13930,immune,a_others,a_others,a_others,a_others,immune
3543,21519,22197,tumor,a_others,a_others,a_others,a_others,tumor1
3544,21267,22632,stroma,a_others,a_others,a_others,a_others,stroma2
3545,22526,20164,immune,a_others,a_others,a_others,a_others,immune
3546,19242,18864,immune,a_others,a_others,a_others,a_others,immune
3547,16708,12194,tumor,tumor_5,a_others,a_others,a_others,tumor2
3548,17717,12192,stroma,a_others,a_others,a_others,a_others,stroma2
3549,15705,16548,tumor,tumor_2,a_others,a_others,a_others,tumor2
3550,11911,12056,tumor,a_others,a_others,a_others,a_others,tumor1
3551,10895,7996,stroma,a_others,a_others,a_others,a_others,stroma2
3552,15195,13647,immune,a_others,a_others,a_others,a_others,immune
3553,11416,18440,stroma,stroma_1,a_others,stroma,a_others,stroma2
3554,16955,9147,tumor,a_others,a_others,a_others,a_others,tumor2
3555,22755,5221,stroma,a_others,a_others,a_others,a_others,stroma2
3556,12164,12201,stroma,a_others,a_others,a_others,a_others,stroma1
3557,20992,7690,tumor,tumor_1,a_others,a_others,a_others,tumor2
3558,9639,11625,stroma,a_others,a_others,a_others,a_others,stroma1
3559,13429,14085,tumor,a_others,a_others,a_others,a_others,tumor1
3560,7125,18882,immune,a_others,a_others,a_others,a_others,immune
3561,22021,20165,tumor,a_others,a_others,a_others,a_others,tumor1
3562,7630,18591,tumor,a_others,a_others,a_others,a_others,tumor1
3563,8368,6259,stroma,stroma_2,a_others,a_others,a_others,stroma1
3564,11419,20471,stroma,a_others,a_others,a_others,a_others,stroma1
3565,15955,15532,stroma,a_others,a_others,a_others,a_others,stroma2
3566,23262,6091,stroma,a_others,a_others,a_others,a_others,stroma2
3567,19249,23506,immune,a_others,a_others,a_others,a_others,immune
3568,7133,23525,tumor,a_others,a_others,a_others,a_others,tumor1
3569,11664,15684,stroma,stroma_1,a_others,stroma,a_others,stroma2
3570,19230,11030,immune,a_others,a_others,a_others,a_others,immune
3571,19749,20314,stroma,a_others,a_others,a_others,a_others,stroma2
3572,9882,5676,stroma,stroma_2,a_others,a_others,a_others,stroma1
3573,9380,7418,stroma,stroma_2,a_others,a_others,a_others,stroma1
3574,5610,18014,immune,a_others,a_others,a_others,a_others,immune
3575,10907,15540,tumor,a_others,a_others,a_others,a_others,tumor2
3576,11405,11187,stroma,a_others,a_others,a_others,a_others,stroma1
3577,10394,10028,stroma,a_others,a_others,a_others,a_others,stroma2
3578,15445,12051,tumor,tumor_5,a_others,a_others,a_others,tumor2
3579,18472,10305,tumor,tumor_5,a_others,a_others,a_others,tumor2
3580,4597,15984,tumor,a_others,a_others,a_others,a_others,tumor1
3581,19501,23070,immune,a_others,a_others,a_others,a_others,immune
3582,9382,8578,tumor,a_others,a_others,a_others,a_others,tumor1
3583,19992,14075,tumor,a_others,a_others,a_others,a_others,tumor1
3584,8121,9306,tumor,a_others,a_others,a_others,a_others,tumor2
3585,22505,6817,immune,a_others,a_others,a_others,a_others,immune
3586,6867,15256,tumor,a_others,a_others,a_others,a_others,tumor2
3587,21008,18136,stroma,a_others,a_others,a_others,a_others,stroma2
3588,21512,17264,immune,a_others,a_others,a_others,a_others,immune
3589,18218,9290,stroma,a_others,a_others,a_others,a_others,stroma2
3590,23263,7251,tumor,a_others,a_others,a_others,a_others,tumor1
3591,8385,17284,stroma,a_others,a_others,a_others,a_others,stroma1
3592,23286,22339,immune,a_others,a_others,a_others,a_others,immune
3593,5362,21061,tumor,a_others,a_others,a_others,a_others,tumor1
3594,12680,19454,tumor,a_others,a_others,a_others,a_others,tumor2
3595,20756,18281,stroma,a_others,a_others,a_others,a_others,stroma2
3596,13929,10893,immune,a_others,a_others,a_others,a_others,immune
3597,20753,16540,immune,immune_1,immune_1,a_others,a_others,immune
3598,11404,10316,tumor,a_others,a_others,a_others,a_others,tumor2
3599,21255,14798,stroma,a_others,a_others,a_others,a_others,stroma2
3600,22022,20745,immune,a_others,a_others,a_others,a_others,immune
3601,11666,16554,tumor,a_others,a_others,a_others,a_others,tumor2
3602,13936,15245,tumor,tumor_4,a_others,tumor,a_others,tumor2
3603,9906,21634,stroma,a_others,a_others,a_others,a_others,stroma1
3604,16975,21914,stroma,a_others,a_others,a_others,a_others,stroma2
3605,11661,13362,tumor,a_others,a_others,a_others,a_others,tumor1
3606,19235,14221,immune,a_others,a_others,a_others,a_others,immune
3607,19981,7111,stroma,a_others,a_others,a_others,a_others,stroma2
3608,8394,23378,tumor,a_others,a_others,a_others,a_others,tumor2
3609,5859,16128,tumor,a_others,a_others,a_others,a_others,tumor2
3610,9401,21055,tumor,a_others,a_others,a_others,a_others,tumor1
3611,22763,10154,immune,a_others,a_others,a_others,a_others,immune
3612,10399,13799,tumor,a_others,a_others,a_others,a_others,tumor2
3613,13694,22064,tumor,a_others,a_others,a_others,a_others,tumor2
3614,4092,15985,immune,a_others,a_others,a_others,a_others,immune
3615,11672,20616,stroma,a_others,a_others,a_others,a_others,stroma2
3616,17986,23073,immune,a_others,a_others,a_others,a_others,immune
3617,12418,13216,stroma,a_others,a_others,a_others,a_others,stroma1
3618,11406,12057,stroma,a_others,a_others,a_others,a_others,stroma1
3619,11928,22792,tumor,a_others,a_others,a_others,a_others,tumor2
3620,10654,15105,tumor,a_others,a_others,a_others,a_others,tumor1
3621,12413,10024,tumor,a_others,a_others,a_others,a_others,tumor1
3622,5850,10325,tumor,a_others,a_others,a_others,a_others,tumor2
3623,9645,15977,tumor,a_others,a_others,a_others,a_others,tumor2
3624,11169,21777,stroma,a_others,a_others,a_others,a_others,stroma2
3625,14947,16694,stroma,stroma_1,a_others,stroma,a_others,stroma2
3626,10916,21633,stroma,a_others,a_others,a_others,a_others,stroma2
3627,20256,21764,tumor,a_others,a_others,a_others,a_others,tumor1
3628,18468,7694,tumor,tumor_1,a_others,a_others,a_others,tumor2
3629,12159,9009,stroma,a_others,a_others,a_others,a_others,stroma1
3630,8386,17575,stroma,a_others,a_others,a_others,a_others,stroma1
3631,20761,21763,immune,a_others,a_others,a_others,a_others,immune
3632,16724,22639,stroma,a_others,a_others,a_others,a_others,stroma2
3633,12157,7849,stroma,a_others,a_others,a_others,a_others,stroma1
3634,7381,21058,tumor,a_others,a_others,a_others,a_others,tumor2
3635,11673,21487,stroma,a_others,a_others,a_others,a_others,stroma2
3636,21501,10301,stroma,a_others,a_others,a_others,a_others,stroma2
3637,5347,11196,tumor,a_others,a_others,a_others,a_others,tumor2
3638,8381,14383,stroma,a_others,a_others,a_others,a_others,stroma2
3639,9393,16122,tumor,a_others,a_others,a_others,a_others,tumor2
3640,10145,12784,tumor,a_others,a_others,a_others,a_others,tumor1
3641,11908,9735,stroma,a_others,a_others,a_others,a_others,stroma1
3642,17975,15819,stroma,a_others,a_others,a_others,a_others,stroma2
3643,12424,17278,stroma,stroma_1,a_others,stroma,a_others,stroma2
3644,17224,19447,tumor,a_others,a_others,a_others,a_others,tumor2
3645,21998,5077,tumor,a_others,a_others,a_others,a_others,tumor2
3646,15705,16838,tumor,tumor_2,a_others,a_others,a_others,tumor2
3647,16459,14371,tumor,tumor_5,a_others,a_others,a_others,tumor2
3648,7381,20768,immune,immune_2,immune_2,a_others,immune,immune
3649,10913,19312,stroma,a_others,a_others,a_others,a_others,stroma2
3650,4346,17000,tumor,a_others,a_others,a_others,a_others,tumor1
3651,18744,23507,immune,a_others,a_others,a_others,a_others,immune
3652,20505,19007,stroma,a_others,a_others,a_others,a_others,stroma2
3653,16709,12774,immune,a_others,a_others,a_others,a_others,immune
3654,8875,7418,stroma,stroma_2,a_others,a_others,a_others,stroma1
3655,11163,18006,stroma,a_others,a_others,a_others,a_others,stroma2
3656,21007,17265,stroma,a_others,a_others,a_others,a_others,stroma2
3657,17974,15239,stroma,a_others,a_others,a_others,a_others,stroma2
3658,15453,17274,tumor,tumor_2,a_others,a_others,a_others,tumor2
3659,14182,11037,tumor,a_others,a_others,a_others,a_others,tumor2
3660,15461,22496,immune,a_others,a_others,a_others,a_others,immune
3661,15692,8133,stroma,a_others,a_others,a_others,a_others,stroma2
3662,13937,16115,stroma,stroma_1,a_others,stroma,a_others,stroma2
3663,10393,9737,stroma,a_others,a_others,a_others,a_others,stroma2
3664,11400,7995,stroma,a_others,a_others,a_others,a_others,stroma2
3665,6367,17868,tumor,a_others,a_others,a_others,a_others,tumor1
3666,6872,18157,tumor,a_others,a_others,a_others,a_others,tumor1
3667,13422,9443,immune,a_others,a_others,a_others,a_others,immune
3668,6875,20478,tumor,a_others,a_others,a_others,a_others,tumor2
3669,16213,18868,immune,a_others,a_others,a_others,a_others,immune
3670,14173,5234,stroma,a_others,a_others,a_others,a_others,stroma2
3671,7625,15109,immune,a_others,a_others,a_others,a_others,immune
3672,21256,15089,stroma,a_others,a_others,a_others,a_others,stroma2
3673,17979,18430,tumor,tumor_2,a_others,a_others,a_others,tumor2
3674,11409,14088,stroma,a_others,a_others,a_others,a_others,stroma1
3675,11153,11622,tumor,a_others,a_others,a_others,a_others,tumor2
3676,15204,19450,stroma,a_others,a_others,a_others,a_others,stroma2
3677,18471,9725,stroma,a_others,a_others,a_others,a_others,stroma2
3678,18215,7259,stroma,a_others,a_others,a_others,a_others,stroma2
3679,22004,9429,stroma,a_others,a_others,a_others,a_others,stroma2
3680,22781,22340,stroma,a_others,a_others,a_others,a_others,stroma2
3681,13175,13070,tumor,tumor_4,a_others,tumor,a_others,tumor2
3682,18220,10451,tumor,tumor_5,a_others,a_others,a_others,tumor2
3683,18238,22347,immune,a_others,a_others,a_others,a_others,immune
3684,5853,12066,tumor,a_others,a_others,a_others,a_others,tumor1
3685,22756,5511,immune,a_others,a_others,a_others,a_others,immune
3686,15704,15968,immune,a_others,a_others,a_others,a_others,immune
3687,19751,21184,stroma,a_others,a_others,a_others,a_others,stroma2
3688,7616,9597,tumor,a_others,a_others,a_others,a_others,tumor2
3689,6103,10469,tumor,a_others,a_others,a_others,a_others,tumor2
3690,22759,7832,stroma,a_others,a_others,a_others,a_others,stroma2
3691,6119,20915,tumor,a_others,a_others,a_others,a_others,tumor1
3692,12911,5381,stroma,a_others,a_others,a_others,a_others,stroma1
3693,15190,10455,tumor,a_others,a_others,a_others,a_others,tumor2
3694,20502,17556,stroma,a_others,a_others,a_others,a_others,stroma2
3695,15436,5958,tumor,a_others,a_others,a_others,a_others,tumor2
3696,10387,5675,tumor,a_others,a_others,a_others,a_others,tumor1
3697,8633,13947,tumor,a_others,a_others,a_others,a_others,tumor2
3698,21494,5948,tumor,a_others,a_others,a_others,a_others,tumor1
3699,18233,19445,tumor,a_others,a_others,a_others,a_others,tumor2
3700,11655,9300,tumor,a_others,a_others,a_others,a_others,tumor2
3701,8639,18009,tumor,a_others,a_others,a_others,a_others,tumor1
3702,20247,15670,immune,immune_1,immune_1,a_others,a_others,immune
3703,11157,14234,tumor,a_others,a_others,a_others,a_others,tumor2
3704,9905,20764,tumor,a_others,a_others,a_others,a_others,tumor1
3705,21006,16685,tumor,a_others,a_others,a_others,a_others,tumor1
3706,10907,15830,stroma,a_others,a_others,a_others,a_others,stroma2
3707,8123,11047,tumor,a_others,a_others,a_others,a_others,tumor1
3708,7131,22654,immune,immune_2,immune_2,a_others,immune,immune
3709,10153,17717,stroma,a_others,a_others,a_others,a_others,stroma2
3710,5354,16128,tumor,tumor_3,a_others,a_others,tumor,tumor1
3711,11402,9156,stroma,a_others,a_others,a_others,a_others,stroma1
3712,12171,16553,stroma,stroma_1,a_others,stroma,a_others,stroma2
3713,15187,8424,immune,a_others,a_others,a_others,a_others,immune
3714,11917,15828,stroma,stroma_1,a_others,stroma,a_others,stroma2
3715,21999,5658,tumor,a_others,a_others,a_others,a_others,tumor2
3716,20737,5805,tumor,a_others,a_others,a_others,a_others,tumor2
3717,21520,22777,immune,a_others,a_others,a_others,a_others,immune
3718,16215,20319,immune,a_others,a_others,a_others,a_others,immune
3719,4355,23094,tumor,a_others,a_others,a_others,a_others,tumor2
3720,16195,6972,immune,a_others,a_others,a_others,a_others,immune
3721,4597,16275,immune,a_others,a_others,a_others,a_others,immune
3722,18485,19010,tumor,a_others,a_others,a_others,a_others,tumor2
3723,11672,20906,stroma,a_others,a_others,a_others,a_others,stroma2
3724,18732,15383,stroma,a_others,a_others,a_others,a_others,stroma2
3725,13671,7266,immune,a_others,a_others,a_others,a_others,immune
3726,13940,17856,stroma,stroma_1,a_others,stroma,a_others,stroma2
3727,6360,13225,tumor,a_others,a_others,a_others,a_others,tumor2
3728,18216,8420,tumor,tumor_1,a_others,a_others,a_others,tumor2
3729,6367,18158,tumor,a_others,a_others,a_others,a_others,tumor1
3730,7633,20912,immune,immune_2,immune_2,a_others,immune,immune
3731,5106,18885,immune,a_others,a_others,a_others,a_others,immune
3732,20762,22343,immune,a_others,a_others,a_others,a_others,immune
3733,10656,16265,stroma,a_others,a_others,a_others,a_others,stroma2
3734,7885,20477,immune,immune_2,immune_2,a_others,immune,immune
3735,21001,13203,immune,a_others,a_others,a_others,a_others,immune
3736,6864,13225,tumor,a_others,a_others,a_others,a_others,tumor2
3737,3847,21063,tumor,a_others,a_others,a_others,a_others,tumor1
3738,13168,8718,tumor,a_others,a_others,a_others,a_others,tumor2
3739,5103,16854,stroma,a_others,a_others,a_others,a_others,stroma1
3740,17967,10596,tumor,tumor_5,a_others,a_others,a_others,tumor2
3741,10643,7851,stroma,a_others,a_others,a_others,a_others,stroma1
3742,9385,10900,tumor,a_others,a_others,a_others,a_others,tumor1
3743,6122,22656,immune,a_others,a_others,a_others,a_others,immune
3744,17220,17126,tumor,tumor_2,a_others,a_others,a_others,tumor2
3745,15704,16258,immune,a_others,a_others,a_others,a_others,immune
3746,17228,22058,immune,a_others,a_others,a_others,a_others,immune
3747,14682,8425,tumor,a_others,a_others,a_others,a_others,tumor2
3748,18235,20316,stroma,a_others,a_others,a_others,a_others,stroma2
3749,16961,12919,tumor,tumor_5,a_others,a_others,a_others,tumor2
3750,6361,14096,tumor,a_others,a_others,a_others,a_others,tumor1
3751,10891,5384,tumor,a_others,a_others,a_others,a_others,tumor1
3752,17464,11758,immune,a_others,a_others,a_others,a_others,immune
3753,6102,9599,tumor,a_others,a_others,a_others,a_others,tumor1
3754,21514,18715,stroma,a_others,a_others,a_others,a_others,stroma2
3755,16951,6536,stroma,a_others,a_others,a_others,a_others,stroma2
3756,22528,21325,stroma,a_others,a_others,a_others,a_others,stroma2
3757,10641,6690,tumor,a_others,a_others,a_others,a_others,tumor2
3758,18217,8710,stroma,a_others,a_others,a_others,a_others,stroma2
3759,5106,18595,stroma,a_others,a_others,a_others,a_others,stroma2
3760,17982,20461,tumor,a_others,a_others,a_others,a_others,tumor2
3761,22780,21470,stroma,a_others,a_others,a_others,a_others,stroma2
3762,10653,14815,tumor,a_others,a_others,a_others,a_others,tumor1
3763,22762,9283,stroma,a_others,a_others,a_others,a_others,stroma2
3764,7889,22798,tumor,a_others,a_others,a_others,a_others,tumor2
3765,15441,9440,tumor,a_others,a_others,a_others,a_others,tumor2
3766,9638,11334,tumor,a_others,a_others,a_others,a_others,tumor1
3767,15954,14661,tumor,a_others,a_others,a_others,a_others,tumor1
3768,11165,19456,stroma,a_others,a_others,a_others,a_others,stroma2
3769,14951,19305,stroma,a_others,a_others,a_others,a_others,stroma2
3770,12417,12926,stroma,a_others,a_others,a_others,a_others,stroma1
3771,20255,20893,immune,a_others,a_others,a_others,a_others,immune
3772,8375,10901,tumor,a_others,a_others,a_others,a_others,tumor2
3773,22269,17408,immune,a_others,a_others,a_others,a_others,immune
3774,9390,14381,tumor,a_others,a_others,a_others,a_others,tumor2
3775,19999,18717,stroma,a_others,a_others,a_others,a_others,stroma2
3776,7364,10032,tumor,a_others,a_others,a_others,a_others,tumor2
3777,14176,7265,immune,a_others,a_others,a_others,a_others,immune
3778,21765,17989,stroma,a_others,a_others,a_others,a_others,stroma2
3779,22024,22196,stroma,a_others,a_others,a_others,a_others,stroma2
3780,16211,17708,immune,a_others,a_others,a_others,a_others,immune
3781,8889,16413,stroma,a_others,a_others,a_others,a_others,stroma1
3782,19242,18573,immune,a_others,a_others,a_others,a_others,immune
3783,6873,18737,tumor,a_others,a_others,a_others,a_others,tumor1
3784,15207,21481,stroma,a_others,a_others,a_others,a_others,stroma2
3785,16974,21333,immune,a_others,a_others,a_others,a_others,immune
3786,7109,8437,stroma,a_others,a_others,a_others,a_others,stroma1
3787,15183,5813,tumor,a_others,a_others,a_others,a_others,tumor2
3788,8883,12641,stroma,a_others,a_others,a_others,a_others,stroma2
3789,17732,21767,tumor,a_others,a_others,a_others,a_others,tumor2
3790,20240,11318,stroma,a_others,a_others,a_others,a_others,stroma2
3791,9132,10465,tumor,a_others,a_others,a_others,a_others,tumor2
3792,15708,18869,immune,a_others,a_others,a_others,a_others,immune
3793,17978,17270,tumor,tumor_2,a_others,a_others,a_others,tumor2
3794,12426,18729,stroma,stroma_1,a_others,stroma,a_others,stroma2
3795,10917,22503,immune,a_others,a_others,a_others,a_others,immune
3796,17479,21333,tumor,a_others,a_others,a_others,a_others,tumor2
3797,12432,22211,stroma,a_others,a_others,a_others,a_others,stroma1
3798,12685,22936,stroma,a_others,a_others,a_others,a_others,stroma1
3799,10162,23520,tumor,a_others,a_others,a_others,a_others,tumor1
3800,10135,5821,stroma,stroma_2,a_others,a_others,a_others,stroma1
3801,19243,19444,immune,a_others,a_others,a_others,a_others,immune
3802,14190,16550,stroma,stroma_1,a_others,stroma,a_others,stroma2
3803,8141,22943,tumor,a_others,a_others,a_others,a_others,tumor1
3804,7614,8436,stroma,stroma_2,a_others,a_others,a_others,stroma1
3805,16472,23365,immune,a_others,a_others,a_others,a_others,immune
3806,13443,23370,stroma,a_others,a_others,a_others,a_others,stroma2
3807,12937,22790,stroma,a_others,a_others,a_others,a_others,stroma2
3808,12407,5962,stroma,a_others,a_others,a_others,a_others,stroma1
3809,13942,19307,stroma,a_others,a_others,a_others,a_others,stroma2
3810,13928,10312,tumor,a_others,a_others,a_others,a_others,tumor2
3811,6357,11484,tumor,a_others,a_others,a_others,a_others,tumor2
3812,5363,21641,immune,a_others,a_others,a_others,a_others,immune
3813,11918,16699,stroma,stroma_1,a_others,stroma,a_others,stroma2
3814,16705,10163,tumor,a_others,a_others,a_others,a_others,tumor1
3815,22756,5801,tumor,a_others,a_others,a_others,a_others,tumor1
3816,7862,5389,tumor,a_others,a_others,a_others,a_others,tumor1
3817,7619,11628,tumor,a_others,a_others,a_others,a_others,tumor2
3818,9144,18299,tumor,a_others,a_others,a_others,a_others,tumor1
3819,10140,9303,stroma,a_others,a_others,a_others,a_others,stroma2
3820,15203,18580,stroma,stroma_1,a_others,stroma,a_others,stroma2
3821,13944,20758,tumor,a_others,a_others,a_others,a_others,tumor2
3822,14699,19451,stroma,a_others,a_others,a_others,a_others,stroma2
3823,11922,19020,stroma,a_others,a_others,a_others,a_others,stroma1
3824,13683,15390,tumor,tumor_4,a_others,tumor,a_others,tumor2
3825,11915,14668,stroma,stroma_1,a_others,stroma,a_others,stroma2
3826,18994,21911,immune,a_others,a_others,a_others,a_others,immune
3827,15206,20611,immune,a_others,a_others,a_others,a_others,immune
3828,11916,14958,stroma,a_others,a_others,a_others,a_others,stroma1
3829,20246,14800,tumor,a_others,a_others,a_others,a_others,tumor1
3830,9138,14527,stroma,a_others,a_others,a_others,a_others,stroma2
3831,22507,7978,tumor,a_others,a_others,a_others,a_others,tumor1
3832,12427,19309,tumor,a_others,a_others,a_others,a_others,tumor2
3833,16470,21624,stroma,a_others,a_others,a_others,a_others,stroma2
3834,12431,21921,stroma,a_others,a_others,a_others,a_others,stroma1
3835,20484,5660,tumor,a_others,a_others,a_others,a_others,tumor2
3836,18490,22492,tumor,a_others,a_others,a_others,a_others,tumor1
3837,5607,16563,tumor,a_others,a_others,a_others,a_others,tumor2
3838,6616,15691,tumor,a_others,a_others,a_others,a_others,tumor2
3839,12676,17133,stroma,stroma_1,a_others,stroma,a_others,stroma2
3840,20491,10302,stroma,a_others,a_others,a_others,a_others,stroma2
3841,23009,5946,immune,a_others,a_others,a_others,a_others,immune
3842,13668,5235,stroma,a_others,a_others,a_others,a_others,stroma2
3843,8621,6693,stroma,stroma_2,a_others,a_others,a_others,stroma1
3844,8115,5824,tumor,a_others,a_others,a_others,a_others,tumor1
3845,20501,16976,immune,immune_1,immune_1,a_others,a_others,immune
3846,7887,21637,tumor,a_others,a_others,a_others,a_others,tumor1
3847,8142,23233,tumor,a_others,a_others,a_others,a_others,tumor1
3848,20494,12333,immune,a_others,a_others,a_others,a_others,immune
3849,15711,20900,stroma,a_others,a_others,a_others,a_others,stroma2
3850,14426,5669,tumor,a_others,a_others,a_others,a_others,tumor2
3851,13948,23079,stroma,a_others,a_others,a_others,a_others,stroma2
3852,23268,10153,stroma,a_others,a_others,a_others,a_others,stroma2
3853,7884,19896,tumor,a_others,a_others,a_others,a_others,tumor1
3854,21999,5948,immune,a_others,a_others,a_others,a_others,immune
3855,17708,6389,immune,a_others,a_others,a_others,a_others,immune
3856,13416,5380,tumor,a_others,a_others,a_others,a_others,tumor2
3857,12680,19744,tumor,a_others,a_others,a_others,a_others,tumor1
3858,21254,14218,tumor,a_others,a_others,a_others,a_others,tumor1
