,x_pixel,y_pixel,cell_type,sub_type_1,sub_type_2,sub_type_3,sub_type_4,sub_type_5
C_1252,14997,13118,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1253,19036,13404,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_1259,8179,9207,immune,a_others,a_others,a_others,a_others,immune_3
C_1261,16514,15727,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1262,16263,17323,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1264,14746,14423,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1267,11711,7754,immune,a_others,a_others,a_others,a_others,immune_3
C_1268,11714,10945,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1269,19287,11518,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_1273,10461,20955,fat,a_others,a_others,a_others,a_others,fat
C_1276,6923,15736,immune,immune_2,a_others,immune,a_others,immune_2
C_1278,12469,8188,immune,a_others,a_others,a_others,a_others,immune_3
C_1279,9946,9641,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_1280,8178,8337,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1282,8184,15010,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_1284,8188,19071,fibrous,fibrous,a_others,a_others,a_others,fibrous_4
C_1286,14492,12828,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_1294,20804,14708,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1295,18527,9343,immune,immune_1,a_others,a_others,immune,immune_1
C_1296,7171,10949,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_1297,20047,15144,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1298,19036,13984,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_1299,12222,13846,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1300,17517,8184,immune,immune_1,a_others,a_others,immune,immune_1
C_1301,10956,10220,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_1302,20298,13838,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1303,16765,13551,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1305,13482,11959,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1313,14241,14424,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_1315,7430,18347,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_1316,14496,16890,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1319,15502,13117,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1321,14751,19645,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_1326,14744,11812,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1328,13226,8333,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1329,20047,15434,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1330,16763,12391,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1331,11463,11961,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1332,17264,8039,immune,immune_1,a_others,a_others,immune,immune_1
C_1333,5912,13706,fat,a_others,a_others,a_others,a_others,fat
C_1334,13238,21387,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1337,13735,12684,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_1340,16766,15292,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1341,17780,19643,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1346,10453,11381,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_1348,20301,16449,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1350,10462,21245,fat,a_others,a_others,a_others,a_others,fat
C_1353,15253,16744,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_1355,20548,10792,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1358,13229,10944,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_1359,14741,9202,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1362,15000,16309,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1363,16766,15582,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1365,6666,10949,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_1368,7174,13560,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_1371,19031,8472,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1372,20801,12097,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1374,7423,9933,immune,a_others,a_others,a_others,a_others,immune_3
C_1375,10451,9641,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_1376,13743,21677,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1377,17517,8474,immune,immune_1,a_others,a_others,immune,immune_1
C_1379,20043,11082,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1382,19537,9632,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1383,6670,15011,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_1384,20552,14853,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1385,8179,8917,immune,a_others,a_others,a_others,a_others,immune_3
C_1386,15749,7170,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1387,7424,11384,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_1388,19289,14419,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_1389,16005,11376,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1392,19544,17175,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1393,14749,17905,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_1395,7424,11094,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_1397,14996,11667,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1399,20801,11517,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1402,8440,18346,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_1403,10702,7755,immune,a_others,a_others,a_others,a_others,immune_3
C_1406,11212,13266,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1407,10707,13847,immune,a_others,a_others,a_others,a_others,immune_2
C_1414,19032,8762,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1415,13982,7026,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1418,19288,13259,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_1419,14747,15294,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_1420,12724,10654,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_1421,18023,9924,immune,immune_1,a_others,a_others,immune,immune_1
C_1422,20553,16884,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1425,14495,16019,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_1427,6167,16462,immune,immune_2,a_others,immune,a_others,immune_2
C_1428,16507,8185,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1429,5914,15737,immune,immune_2,a_others,immune,a_others,immune_2
C_1430,13986,11378,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1431,8684,9497,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_1432,17526,18628,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1436,19537,9052,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1437,20301,16739,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1439,18028,14856,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1440,12472,11089,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1442,15256,20515,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1443,7178,18492,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_1444,14489,9347,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1446,14742,10362,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_1447,9695,11237,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_1450,6165,14431,immune,immune_2,a_others,immune,a_others,immune_2
C_1451,17779,18772,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1454,20299,14999,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1455,13489,20082,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1457,13229,11234,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1459,17011,7314,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1460,12471,10509,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_1465,7676,11239,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_1472,10209,20520,fat,a_others,a_others,a_others,a_others,fat
C_1473,15244,6590,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1475,14995,10797,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1477,8944,18055,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_1478,9197,18200,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_1479,17015,11955,immune,immune_1,a_others,a_others,immune,immune_1
C_1483,9190,10657,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_1486,16005,11086,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1487,8686,10948,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_1489,17264,7459,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1490,20805,15869,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1492,19285,9488,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1493,13989,13989,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1494,12468,7608,tumor,a_others,a_others,a_others,a_others,tumor_8
C_1499,9694,9496,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_1501,13993,18921,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_1502,18789,19352,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1505,20301,17320,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1506,11465,13991,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1507,18528,9923,immune,immune_1,a_others,a_others,immune,immune_1
C_1513,6166,15882,immune,immune_2,a_others,immune,a_others,immune_2
C_1515,18275,9198,immune,immune_1,a_others,a_others,immune,immune_1
C_1516,13741,19646,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1518,13989,14569,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_1519,15762,21095,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1522,14492,11958,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1527,17518,9924,immune,immune_1,a_others,a_others,immune,immune_1
C_1528,15253,16454,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1529,18527,9053,immune,immune_1,a_others,a_others,immune,immune_1
C_1533,8693,18781,fibrous,fibrous,a_others,a_others,a_others,fibrous_4
C_1534,15501,12247,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1535,12227,19938,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1536,7932,14575,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_1538,12479,18922,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1539,11458,7029,immune,a_others,a_others,a_others,a_others,immune_3
C_1540,8441,20086,fibrous,fibrous,a_others,a_others,a_others,fibrous_4
C_1542,18283,17902,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1546,13730,7172,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1547,14494,15149,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_1550,17779,19062,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1551,16763,11521,immune,immune_1,a_others,a_others,immune,immune_1
C_1555,16768,17903,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1557,17014,10215,immune,immune_1,a_others,a_others,immune,immune_1
C_1558,19288,13549,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_1560,21055,13112,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1561,14500,20951,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1562,14248,21386,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1563,17771,9779,immune,immune_1,a_others,a_others,immune,immune_1
C_1564,9196,17330,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_1566,10200,10946,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_1568,19793,12968,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_1569,18527,8473,immune,immune_1,a_others,a_others,immune,immune_1
C_1570,13737,14424,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_1572,16514,16017,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1573,11465,14281,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1576,15248,10652,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1580,12478,18052,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1582,9190,10367,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_1586,8692,18200,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_1587,16006,11956,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1589,6420,17187,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_1591,15509,21240,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1592,16513,14857,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1593,18275,9488,immune,immune_1,a_others,a_others,immune,immune_1
C_1594,20801,11807,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1595,19791,10648,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1597,14494,14859,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_1600,20552,15143,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1601,11719,16457,immune,a_others,a_others,a_others,a_others,immune_2
C_1602,8435,12834,immune,immune_2,a_others,immune,a_others,immune_2
C_1604,7936,19797,fibrous,fibrous,a_others,a_others,a_others,fibrous_4
C_1606,20043,10212,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1608,14245,18776,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_1610,13478,7897,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1611,12478,18342,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1612,8432,9932,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_1614,18787,17321,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1615,11468,17182,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1616,17266,10070,immune,immune_1,a_others,a_others,immune,immune_1
C_1617,13988,12829,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_1618,20551,13983,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1619,14999,15149,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_1621,12220,11815,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1623,12218,9784,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1625,12974,8478,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1626,19285,9778,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1627,20048,16594,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1628,18530,11664,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_1629,12720,6302,immune,a_others,a_others,a_others,a_others,immune_3
C_1630,14497,17760,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_1632,14240,12973,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_1635,20552,15434,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1636,11715,11815,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1638,19796,17030,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1640,8441,19506,fibrous,fibrous,a_others,a_others,a_others,fibrous_4
C_1641,11967,11090,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1644,8685,10658,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_1649,19796,16160,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1651,18021,7893,immune,immune_1,a_others,a_others,immune,immune_1
C_1657,15501,11377,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1659,17517,7894,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1660,14240,12683,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_1661,13225,7462,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1663,14991,6445,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1664,10707,13557,immune,a_others,a_others,a_others,a_others,immune_2
C_1665,16006,11666,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1666,14490,10507,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_1671,19039,16886,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1674,12976,10799,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_1675,10703,9205,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_1676,17516,7313,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1678,20045,13113,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_1679,9956,20665,fat,a_others,a_others,a_others,a_others,fat
C_1680,15250,13263,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1681,11219,21389,fat,a_others,a_others,a_others,a_others,fat
C_1682,7680,15010,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_1684,14499,20661,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1685,6419,16897,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_1686,18022,9054,immune,immune_1,a_others,a_others,immune,immune_1
C_1688,13735,12974,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_1689,13226,7752,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1690,10966,20374,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1691,17019,15437,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1697,15755,14132,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_1698,9450,19215,fat,a_others,a_others,a_others,a_others,fat
C_1699,11720,17327,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1702,16761,10070,immune,immune_1,a_others,a_others,immune,immune_1
C_1704,20047,14564,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1708,20549,11952,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1711,14239,11813,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1713,21056,14563,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1715,14994,9927,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1716,15506,17759,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_1720,13490,20372,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1721,11963,7028,tumor,a_others,a_others,a_others,a_others,tumor_8
C_1724,6667,11240,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_1728,13739,17035,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_1729,10199,10366,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_1731,16258,11521,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1734,8940,13413,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_1735,15252,15583,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_1736,14747,15004,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_1743,5406,13126,fat,a_others,a_others,a_others,a_others,fat
C_1745,16509,9635,immune,immune_1,a_others,a_others,immune,immune_1
C_1746,16261,15292,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1748,20043,10502,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1752,19543,16305,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1753,20043,10792,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1754,8688,13559,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_1756,8685,10077,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_1758,18274,8328,immune,immune_1,a_others,a_others,immune,immune_1
C_1759,15251,14713,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_1760,16760,8329,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1762,8684,8917,immune,a_others,a_others,a_others,a_others,immune_3
C_1763,15752,10651,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1764,17769,7748,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1767,5912,13996,fat,a_others,a_others,a_others,a_others,fat
C_1769,11208,9785,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_1770,5913,15447,immune,immune_2,a_others,immune,a_others,immune_2
C_1771,10954,7029,immune,a_others,a_others,a_others,a_others,immune_3
C_1775,11459,7609,immune,a_others,a_others,a_others,a_others,immune_3
C_1776,20045,12823,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_1778,11971,15731,immune,a_others,a_others,a_others,a_others,immune_2
C_1779,17273,17902,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1780,10706,12686,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1781,21057,15433,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1785,11714,10365,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1788,12972,6447,immune,a_others,a_others,a_others,a_others,immune_3
C_1789,8440,18926,fibrous,fibrous,a_others,a_others,a_others,fibrous_4
C_1790,10714,21100,fat,a_others,a_others,a_others,a_others,fat
C_1791,15252,16164,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1792,12973,7027,immune,a_others,a_others,a_others,a_others,immune_3
C_1793,13734,11233,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1796,6671,16462,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_1797,14752,21386,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1798,9701,17909,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_1800,11218,20229,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1802,19795,15869,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1805,20048,16014,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1806,15249,12392,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1810,16764,13261,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1812,14998,13408,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1813,19292,17320,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1814,15753,10941,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1815,7174,14140,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_1822,8688,13268,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_1827,14994,9346,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1830,17267,10650,immune,immune_1,a_others,a_others,immune,immune_1
C_1832,13731,8042,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1835,15000,16599,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1837,14237,9782,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1839,20801,11227,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1841,11972,17182,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1844,17524,15726,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1845,14500,21241,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1847,12975,9928,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_1848,15504,14858,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_1849,14492,12538,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_1850,20553,16014,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1852,17264,7168,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1855,11713,10075,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1857,7930,12834,immune,immune_2,a_others,immune,a_others,immune_2
C_1859,14752,21096,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1862,14238,10943,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_1865,7683,19072,fibrous,fibrous,a_others,a_others,a_others,fibrous_4
C_1870,15756,14423,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_1875,14243,16745,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_1876,6665,9789,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_1877,16513,14567,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1881,17266,10360,immune,immune_1,a_others,a_others,immune,immune_1
C_1884,7936,19216,fibrous,fibrous,a_others,a_others,a_others,fibrous_4
C_1886,8937,10222,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_1887,10702,7465,immune,a_others,a_others,a_others,a_others,immune_3
C_1888,19538,10503,tumor,fibrous,a_others,a_others,a_others,fibrous_1
C_1890,17517,8764,immune,immune_1,a_others,a_others,immune,immune_1
C_1892,11975,19793,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1893,10451,9350,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_1894,9694,10076,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_1896,14492,12248,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_1897,8431,9062,immune,a_others,a_others,a_others,a_others,immune_3
C_1898,12469,7898,tumor,a_others,a_others,a_others,a_others,tumor_8
C_1901,15003,19210,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_1902,18031,18917,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1903,12216,7753,tumor,a_others,a_others,a_others,a_others,tumor_8
C_1904,15248,10942,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1905,17266,9779,immune,immune_1,a_others,a_others,immune,immune_1
C_1906,17022,18918,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1907,7935,18346,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_1908,8689,14429,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_1910,19031,8182,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1912,7929,11964,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_1913,9954,18634,fat,a_others,a_others,a_others,a_others,fat
C_1914,14247,20806,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1915,11460,9059,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_1916,18535,17466,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1917,13736,13844,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1919,13483,13119,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_1922,6417,14576,immune,immune_2,a_others,immune,a_others,immune_2
C_1924,15503,14568,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_1925,14742,10072,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1926,18531,13405,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_1927,16514,15147,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1929,18783,12389,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_1930,10702,8335,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_1933,15250,12972,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1934,14746,14714,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1936,12471,10219,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_1938,13736,13554,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1939,17771,10069,immune,immune_1,a_others,a_others,immune,immune_1
C_1941,12227,20228,tumor,tumor_6,a_others,a_others,a_others,tumor_7
